,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Reviewer_ID,Asin,Reviewer_Name,Overall,Review_time,Review_Text,Summary,Category,Brand,Title,Rank,bookType,AvgRating
803,98474,98474,63981,AAXDILQ0BIT8Y,0060824972,"H. Frederick ""Bunbury in the Stacks""",5.0,2012,"""If you want to keep something safe, I say hire a guard, at least until someone invents a better lock. Or hide your treasure where no one will find it. That's what most people do. Being able to find valuables in boxes hidden behind bed frames, being able to move through a building with no one the wiser, those are more important skills for a thief than opening locks. Those and a good head for heights. People don't usually hide their emerald earrings in the cellar.""Gen has cultivated a reputation as a fantastic thief...and a fantastic idiot. Having been thrown in the king's prison for stealing a seal, and having the audacity to brag about it and show it off in public, Gen is fairly miserable, hungry, and sadly unable to escape. He's pulled from the dark by the magus, the king's scholar, with a plan to put his skills into service of king and country. Given the choice between cooperating and an astronomical price on his head, Gen decides it's probably best to go along...You guys! I've been hearing about the Queen's Thief books for ages now on the blogosphere, and they were on my list, but I wasn't prompted to actually pick them up until Chachic of Chachic's Book Nook hosted a lovely Queen's Thief Week. What I found when I did, I will love forever. It is so rare for those of us who read so many books to be really truly surprised by anything. I find I am constantly anticipating plots, and more often than not, I am correct, and even if I am not correct, I am not often surprised. This didn't happen with The Thief. Not only did I have no idea how the story was going to end until I got there, I had no idea what was coming next from any individual turn, I could no more predict or see things coming than if I had never consumed a book before in my life. Days later my head is still spinning and I am marveling--how did Megan Whalen Turner do it?!This is one of those books with immediate reread value. I already want to go back through, knowing how things turn out, to see the crumbs that I inevitably stumbled blindly over along the way. Part of me is so sad that I did not discover these books when I was younger, but part of me is so happy to just now being experiencing this story for the first time. The world created by Megan Whalen Turner is full of beautiful myths of creation and the gods, and I could not be happier about her simultaneously writing from a male perspective set in a world where females are so strong, and not degraded or regulated to certain positions. Additionally, instead of being set in a medieval world, as is so often in high fantasy, the world of The Thief came across more as that in The Three Musketeers, a transition between medieval and renaissance. And that, my friends, is awesome.I loved the characters involved, primarily because they were so well written and constructed. Honestly while reading, I didn't know how I felt about many of them, and this was great! I wasn't always sure Gen knew how he felt about the rest of the cast either, particularly the magus who is alternately despicable and generally well intentioned. Also, can I just say that my heart was captured by Gen the second I learned that he hated horses? I don't hate horses, but neither does anyone else, especially not in fantasies set in time periods where horses are the prime means of transportation. This one quality stood out so much to me, it made me smile at its uniqueness.I could go on to wax poetically for some time, but I refuse to talk about this book in any way that might ruin it for anyone who has yet to read it. So I can only say, read it, and enjoy!",The Thief by Megan Whalen Turner,Teen & Young Adult,Visit Amazon's Megan Whalen Turner Page,"The Thief (The Queen's Thief, Book 1)",14957.0,hardcover,4.33
905,177243,177243,63942,A2R2AH0J96TGP9,0060824972,AnnTheAnonymous,5.0,2013,"Usually I can be pretty critical in my opinion of a book. I rarely give a book 5 out of 5 stars. However, this book is just too awesome. To warn you, I'll probably end up going into many tangents, but I'll try to remain helpful in this review. Odds are by the time you've read this review you know what the story is about and who the characters are, so I'll skip the summary and go right into analysis.Gen's voice is distinct and entertaining from the beginning. The entire story is from the first person point of view, and the amount of narration greatly outweighs the amount of dialogue. However, even though we're pretty much in Gen's head 24/7 he manages to keep several secrets from us until the very end.Gen isn't the only one with secrets, several other characters have them as well. It is because of these secrets that my opinion of the characters changed at the end, however I'll give the impression I had of them for the beginning and middle of the story. The Magus, Pol, Sophos, and Ambiades each have a secret as well as a unique personality.My impression of Magus for the majority of the story was that he's a pompous jerk. However Turner does a good job of changing my mind in the end (not an easy thing to do). My opinion of Pol was somewhat split. On one hand he does a lot of the Magus' bidding which makes him seem mean, on the other hand he is civil and respectful of Gen - not from the start, but around the middle he becomes respectful.Sophos is really sweet. He's nice and kind, especially to Gen, but unfortunately lets other people control him. Ambiades...don't get me started on him. I don't like him. Nope. Not at all. Didn't from the beginning. If I viewed the Magus as a pompous jerk, it makes sense Ambiades is his apprentice as he's a mini version of the pompous jerk. A pompous jerk in training you might say.The plot itself had many twists and turns, ups and downs. Few things I was able to predict, but most I wasn't. The pacing, was admittedly slow in some places, to the point where I skipped some parts and went back to read them later on. The world building was amazingly extensive. Turner really did her research in every little detail.My one true complaint is the fact that we never really learn what the ages of the characters are. It's implied Gen, Sophos, and Ambiades are in their late teens or early twenties. Magus and Pol somewhere past 35, probably younger than 60.Over all the book is an enticing and enjoyable read. I would suggest to anybody regardless of what genres they prefer.",Intriguing and Entertaining,Teen & Young Adult,Visit Amazon's Megan Whalen Turner Page,"The Thief (The Queen's Thief, Book 1)",14957.0,hardcover,4.33
1004,241061,241061,63963,A142IF6X3YSMPF,0060824972,cleansingavenger,5.0,2014,"This was the book that introduced me to Megan Whalen Turner, and it is smart, original, and such a pleasure to read.  Great introduction to the inimitable Eugenides.",Brilliant.,Teen & Young Adult,Visit Amazon's Megan Whalen Turner Page,"The Thief (The Queen's Thief, Book 1)",14957.0,hardcover,4.33
504,14221,14221,322041,A5J8PL6350RGL,0142300276,Amazon Customer,5.0,2009,"Honestly, one of the best books I have ever read!  I think all middle school girls should read this book.",What a MAGICAL dream!,Teen & Young Adult,Visit Amazon's Elizabeth Goudge Page,The Little White Horse,19087.0,hardcover,4.0
604,35463,35463,322054,AL62YHVVMJPK3,0142300276,Larissa,3.0,2010,"Maria Merrywealther had, for all her young life, always lived in London. She was a London lady born and bread and she loved her London home that overlooked London square. It was here that she had her only friend, a boy with a feather in his hat named Robin, but according to Miss Heliotrope he only imaginary.Upon the death of her long absent father Maria became an orphan, and so her governess Mrs Heliotrope, Wiggins and herself were to leave London and move to the unrefined and ill-comforted country to a place called Moonacre to live with her last remaining relative, her cousin Sir Benjamin.But what Maria finds at Moonacre is not at all what she expected, the country is a beautiful and enchanting place to live and its people are so nice that Maria finds that she instantly loves them all. But there is a darkness hanging over Moonacre and nothing is what it seems, especially not a little white horse and a large dark dog.The Little White Horse is a symbol for purity and it is exactly Maria's pure heart and bravery that drives this classic story of morality, friendship and love. The wrongs of the past must be healed before those in the present are truly to be happy, and only through the actions of one girl can peace be found at last. Although set in the past it is a sweet and timeless story that has been enjoyed for generations, and will continue to bring joy for generations to come.",The Brave Soul And The Pure Spirit!,Teen & Young Adult,Visit Amazon's Elizabeth Goudge Page,The Little White Horse,19087.0,hardcover,4.0
505,14154,14154,310456,AHOEFD9XAHOCR,0141309814,"Victoria Fisher ""Victoria""",3.0,2009,"Written in two parts, the first part is really fairly good, but the second takes the story to where it doesn't quite belong. The author writes beautifully, but many passages are too long without driving the story forward. Also the plot seemed random. Great writing follows through from the beginning. It seemed the author didn't quite know where she was going when she began. I will say that the fate and destiny was a bit unsettling to me. SPOILER ALERT: The best character in the story, Tor, doesn't get his fair share. Sure, he marries Aerin, but she [secretly] is not quite mortal now and will go and spend her immortality with Luthe once her husband is dead... That choice just did not settle well with me.",I'm surprised this won the Newbury,Teen & Young Adult,Robin Mckinley,The Hero and the Crown,20147.0,hardcover,4.0
606,35402,35402,310425,A3MSE5GFK7TXDC,0141309814,Emily C.,5.0,2010,"I loved this book as a kid, and reading it again as an adult, I wasn't disappointed. The heroine is beautifully drawn and portrayed, and the story is a great one. I've read nearly every novel McKinley has written and this is one of her finest.",A Classic Fantasy Story,Teen & Young Adult,Robin Mckinley,The Hero and the Crown,20147.0,hardcover,4.0
506,15252,15252,398474,A11MBXDI3N8H3X,0152085661,Spencer Swindler,4.0,2009,This book will truly open your eyes to significant contributions of brilliant African-Americans to the modern lives we live.  Each chapter focuses on one African-American genius with a brief but detailed biography.  I have used these short biographies along with internet research and pictures to make slide presentations for history classes.,These Pioneers Should Be More Well Known,Teen & Young Adult,Visit Amazon's Louis Haber Page,Black Pioneers of Science and Invention,21171.0,hardcover,4.0
603,35479,35479,322488,A1SER5HLPRY6SB,0142302406,"Gale Finlayson ""PLUME45""",4.0,2010,"This third literary mouseterpiece by Brian Jacques, an equally worthy addition to the excellent REDWALL series, proves a spell-binding successor, guaranteed to enthrall readers from the start. Having created his own monastic refuge by Mossflower Woods the author has ""peopled"" his monastery with various, peace-loving animals, dedicated to helping the sick and being respectful of  their natural environment. We meet old friends: the Father Abbot, the church chronicler of seasonal events, the mighty badger who defends the abbey, assorted mice, squirrels, moles, otters and shrews. But of course Redwall afficionados are invested in the greatest admirers of Martin, The Warrior, whose image is depicted on a revered tapestry, wielding his magic sword.The saga is continued during the Summer of the Golden Plain, when the residents of Redwall are preparing a big feast, but evil is plotted against them. Slagar, the Sly One, is a Fox with a grudge against Redwall for previous disastrous encounters with the current warrior, Matthias. The disfigured fox concocts a diabolical scheme to kidnap the Abbey youngsters to enslave them in the underground realm of Malkariss, far to the dreaded South.Can young Mattimeo, a rebelious scamp, live up to his up to the legacy of his ancestors and ultimately make his father proud?  Will the current warrior mouse, Matthias, lead a successful quest of search and rescue--or die in the attempt?  Stylistic elements include: extensive use of rhyme, British dialects adopted by various kinds of animals, multiple scene shifts in most chapters, plus mysterious runes and riddles which must be solved.Readers must be flexible as the paragraphs switch from various groups: the kidnapped youngsters, the rescue party, Slagar and his treacherous conies, the evil kingdom of Malkariss ruled by a wizened polecat, and the battle of Redwall itself when General Ironbeak leads his raven hordes to take over. New allies appear but some old friends sacrifice their lives in Matthias' quest. Will Martin, the Warrior, speak or step from his tapestry to direct rescue efforts and save Redwall Abbey?  An exciting page-turner for kids of all ages!","Living Up to the Legacy of Martin, the Warrior",Teen & Young Adult,Visit Amazon's Brian Jacques Page,"Mattimeo (Redwall, Book 3)",17693.0,hardcover,4.5
806,102577,102577,322487,A3D8CCVGWCCC8,0142302406,Flat Nose Jackson,5.0,2012,"As the author ofJUKEBOX HEROI've been inspired for years by the Redwall series. My 3 favorites are Martin the Warrior, Redwall, and this book Mattimeo. I think they make up the perfect Redwall trilogy.Brain Jacques always had a talent for creating the most threatening villians imaginable and there are several ones in this impressive volume.  The masked fox Slagar is definitely one of the author's most cruel and interesting creations. Cunning and treacherous and harboring dark secrets of revenge, he kidnaps the children of Redwall from right under their parent's noses using a clever ruse with plans to sell them into slavery.A search party led by Matthias is sent out leaving Redwall Abbey venerable to attack by a vicious black crow General Ironbeak and his nasty flock of rooks and magpies.  These two plots unfold simultaneously but our main focus is on Mattimeo and his noble attempts to save himself and his fellow prisoners from a tormented existence as slaves.The novel is epic in scope, almost like Ben Hur or Spartacus told with animals. It moves at a breathless pace filled with one cliffhanger after the other.  Highly recommended.",Spartacus told with animals,Teen & Young Adult,Visit Amazon's Brian Jacques Page,"Mattimeo (Redwall, Book 3)",17693.0,hardcover,4.5
605,35398,35398,310405,A2W2E6BPPYZO0T,014130975X,YA book lover,5.0,2010,"This book proves once more that standards for YA fiction have gone significantly down over the last 10 years. You just rarely come by this kind of writing any more.""The Blue Sword"" is an age old story of a young woman who after years feeling not belonging, invisible, and insignificant, finds her strength after being kidnapped by a mysterious Hill-king who possesses magic powers. Gradually she discovers an ancient magic inside herself, comes to terms with her abilities, acquires friends and love and a place where she truly belongs, as unexpected and unfamiliar as this place is to her.Yes, the story is familiar, but the sign of a real writing talent is to make it special and unforgettable. McKinley certainly succeeds in it. Her writing is flawless and sophisticated, the imagery of mysterious land of Damar is vivid - the horse-riding, the nomadic life style, the castle in the Hills - I get shivers just remembering the tangibility of the descriptions!, and the characters (even non-human characters - horses, hunting cats) are oh so well drawn. I mean a SWORD in this book actually has more personality than famed Bella Swan!I just don't understand why this book is not better known these days or known as a ""hidden gem""? A vocabulary is too sophisticated, or not enough making out in it? It makes me sad that books like this are so obscure and all kinds of trash sells millions of copies!If I have to point any flaws in the book, I'd say I wish the writing had a little more intensity to it, or I would have loved to see more passion in Harry, to see her unleash the power of her kelar onto a man she loves. But this is a crazy fantasy of mine, there is no real reason to spoil a perfectly good story.This is certainly not my last Robin McKinley book",Fantastic!,Teen & Young Adult,Robin Mckinley,The Blue Sword (Newbery Honor Roll),19227.0,hardcover,5.0
698,63248,63248,296531,A3S5VF8OGCVRWQ,0140384235,SherryLee,5.0,2011,"A marvelous story of a dog seeking to return to a boy he learned to love, and the distance he traveled to find that love.  An intriguing story of love and loyalty, danger and determination.",Kavik The Wolf Dog,Teen & Young Adult,Visit Amazon's Walt Morey Page,Kavik the Wolf Dog,7319.0,hardcover,5.0
898,183616,183616,296529,A3MVAXC8ZVT6IO,0140384235,LL,5.0,2013,Totally enjoyed the book. I read the book before I saw the movie and both were great. I would watch it again,Kavik the Wolf Dog,Teen & Young Adult,Visit Amazon's Walt Morey Page,Kavik the Wolf Dog,7319.0,hardcover,5.0
705,64077,64077,331615,A1D2C0WDCSHUWZ,0142418897,"E. A Solinas ""ea_solinas""",5.0,2011,"Merlin is a character who has fascinated people for centuries -- a powerful wizard who shaped the legendary King Arthur. And T.A. Barron gives his densely, mythologically fantastical take on Merlin in ""The Lost Years,"" a colorful and lushly-detailed novel about the teenage wizard's formative years. The ""Star Wars"" twist is rather predictable, but otherwise it's a delightful story.Years ago, the boy Emrys was washed up on the shores of Wales, along with an equally mysterious woman named Branwen. He can't remember her, or anything else from his prior life.And for some years, he and Branwen live in a small Welsh village, where they are reviled because of their strangeness. When some village boys attack Branwen, Emrys' magical powers are unleashed -- and he ends up blind, but able to use his ""second sight."" Since Branwen refuses to tell him anything about his past, Emrys sets off on his own quest.He ends up on the shores of the magical land of Fincayra, where he meets the quirky woodland girl Rhia. Unfortunately, Fincayra is slowly being withered by a magical blight. With the help of Rhia and a diminuative giant named Shim, Merlin must find use his heart, brain, powers, and the mysterious Galator pendant to defeat the evil Rhita Gawr, find the Seven Treasures, and save Fincayra.T.A. Barron obviously loves two things -- myth'n'legends, and nature. ""The Lost Years"" is soaked in both these things. He writes in a lush, intoxicatingly detailed prose, with the overhanging presence of living trees, cool leaves and wild magical places. It's a bit like wandering into an enchanted grove, and watching the epic story unfold outside.Like his prior novel ""The Merlin Effect,"" Barron laces it softly with Celtic mythology and Arthurian legend (such as the magic cauldron and the god Dagda), as well as some interesting ideas of his own (""historical"" versus ""sacred"" time). The only problem is that Barron pulls a ""Star Wars"" twist out of his hat late in the novel, which is one of the few rampant cliches in here. Come on, couldn't he have done something a LITTLE more imaginative?And Barron's Merlin is a powerful reimagining of the legendary wizard -- this Merlin is a confused, outcast boy who is terrified of his own dangerous magic. Rhia is a likably quirky supporting character, just odd enough that she seems like a convincing forest baby, and there are a number of eccentric characters -- the Grand Elusa, Domnu and Cairpre -- that really draw in the reader.""The Lost Years"" is a striking, lushly-written fantasy novel that adds new mythical dimensions to our favorite Arthurian wizard. Wondrous, magical and lovely.",Merlin's teen years,Teen & Young Adult,Visit Amazon's T. A. Barron Page,The Lost Years: Book 1 (The Lost Years of Merlin),15861.0,hardcover,4.0
804,103218,103218,331620,AUBQUV7Y1Y6YH,0142418897,J. Pearson,4.0,2012,Everyone loves the legend of Merlin but pieces of his life were never discovered in past story books. This book provides an interesting perspective on the childhood and the early teenage years of Merlin. T.A. Barron mixes some Celtic lore into the story. It starts out a tad slow with a basic plot most young teens face such as bullies and discovering one's personal identity. It picks up pace as the young boy tries to find his history which he has forgotten.The magic element of the book is not wow at the beginning but starts to get interesting once the teenage boy travels to the land between two worlds. As a start to a long saga of books I find it very good. If you are looking for the early years of Merlin to seem conclusive at the end I would say not exactly. The book is like a small piece of one's life. After reading you might feel compelled to purchase the next book and continue as I did. I would recommend this book mostly to anyone except those who enjoy lots of detail in a book. The language utilized in the book is easy to follow along with the story line and the author is not long winded. Overall great book and recommended if you like fantasy.,Good Start To A Magical Legend,Teen & Young Adult,Visit Amazon's T. A. Barron Page,The Lost Years: Book 1 (The Lost Years of Merlin),15861.0,hardcover,4.0
906,184865,184865,331624,A1KP03I9500Q8P,0142418897,SHIRLEY L. LINN,2.0,2013,Our group tried this book out but it was hard to keep groups interest.Maybe it was the makeup of the group but just didn't work for us.,Was'nt a winner,Teen & Young Adult,Visit Amazon's T. A. Barron Page,The Lost Years: Book 1 (The Lost Years of Merlin),15861.0,hardcover,4.0
1005,245652,245652,331626,ABSPLNFHNPHY0,0142418897,Tory Johnson,5.0,2014,"I have never been much of a reader, but I can't put this book down. With every book Barron proves how great of an author he is.",Can't put it down,Teen & Young Adult,Visit Amazon's T. A. Barron Page,The Lost Years: Book 1 (The Lost Years of Merlin),15861.0,hardcover,4.0
706,61164,61164,130262,AIML4ZPX11H4J,0061726834,Amanda Welling,5.0,2011,"First Impressions: I read Delirium when it was first released back in January of this year, but I didn't have my blog then so I never wrote a review for it. I recently was given Pandemonium, the second book in the trilogy for review, so I thought it would finally get around to writing a review for Delirium. I did a quick re-read to freshen up my memory, not that I really needed to, but honestly I loved this book so I didn't mind! It was one of my favorite books I read this year, and before I go any further, if you haven't read it, you really need to because it is wonderful!!First 50 Pages: Delirium was one of the very first dystopian books that I read besides The Hunger Games and I think that it was the cause of my love for the genre. The first 50 pages of this book really hooked me right in both times I read it and I loved the setting and the premise of the story line. The world Oliver had created wasn't too different from the world we live in now, yet it is still unique. The author uses an amazing amount of detail and her imagery and world-building skills are fantastic. It was so easy to become completely absorbed into the main character, Lena's world. I love dystopians that doesn't seem far-fetched and it was easy for me to visualize most of the things in the story actually happening in real life. So, that is a major plus in my eyes.Characters & Plot: The basic story line revolves around Lena, who feels comfortable in her safe and secure bubble of a government-managed United States. She knows what to expect to happen in her future and everything will be chosen for her: her college, her career, and future husband, and even how many children they will one day have. Once Lena turns 18, she will have a procedure done to cure her of love. Yes, love. In this world, love is a disease and it is thought that it is the cause of just about everything that has ever gone wrong. All people are cured of the love disease, except for people called ""invalids"" or sympathizers of those ""infected"" with the love disease. Lena in the beginning of the story completely believes that love is exactly that, nothing more than a nasty disease that she cannot wait to be completely protected against and she even counts down the days to her own procedure. Lena's mother suffered and died because of the disease, and Lena's worst fear is of turning into her mother, who committed suicide.Then she meets Alex, a strange and kind of mysterious young man close to her own age 95 days before her procedure. In short, everything Lena thought she believed about the world she lived in, and even her own past, is thrown all out of wack. This book isn't fast-paced. It takes its good old time to get going, but I didn't mind because it left plenty of room for world-building and time to connect with each of the characters.I loved the transformation Lena takes in the book! She starts out as a character that really relies on everything being predictable, and she was predictable. She did exactly what she was told with no questions asked. She wasn't a risk taker and she knew, and accepted, what her future would be. She was like a caged animal, in fact, she pretty much was a caged animal. By the end of the book, she is anything but predictable. She takes chances. She has a chance at a real life and she makes her own choices. Were the choices she made the right choices? Well, I guess I will find out in the next book. This book ends with a major cliffhanger that left me screaming for more.I usually don't care for too much romance in books, but this time it was acceptable and expected deeming the circumstances. I loved the chemistry between Lena and Alex and the risks and lengths they take to stay together. It kind of reminded me of William Shakespeare's, ""Romeo and Juliet."" In fact, the play was referred to quite a few times in the story, which I adored because it is one of my all-time favorites.Hana was also an interesting character who makes a great transformation. She, unlike Lena, starts off as a bit of a wild-child. She takes the risks Lena had a hard time taking, and by the end of the book she turns out to be more like Lena was. She was only able to push herself to a certain limit, but she was content with what her future would be in the regulated world. I'm interested to see if she will continue to be on the same path in the next book.Final Thoughts: This book is absolutely incredible. I have nothing negative to say about Delirium, if anything, some people may find the pacing a tad slow but for me it was perfect. I have a feeling that Pandemonium is going to be more action packed because of how Delirium ended. I very, very highly recommend picking this book up! It is one that you won't want to miss!","A modern, dystopian play on Romeo and Juliet!",Teen & Young Adult,Visit Amazon's Lauren Oliver Page,Delirium (Delirium Trilogy),17356.0,hardcover,3.33
805,99037,99037,130537,A10VP1DE5X7IR3,0061726834,Princess Deb,3.0,2012,"This book was definitely a unique experience. I feel like I'm the only reviewer who didn't completely fall in love with this book. It was really good, it just didn't pull me in the way it has other readers.The premise was what interested me. There are plenty of dystopians where the society appears perfect because any and all causes of discord are erased from the world, but never has the cause of all this been love. If you think about it, it makes sense. Love and hate influence much of what we do, and have been the cause of many problems in our society. What would the world be like if we erased those things? Would things be better or worse? I don't know, but I don't want to find out!I like the fact that this is set in an alternate-present, instead of a far-away future. I think that's something a lot of people didn't get, but to me it seemed clear that this isn't set sometime in the far future, but that their was a conflict sometime in the past that would've lead to the society being like this by now.Based on what I picked up from the story, the cure had been around for quite some time before Lena's story takes place. Because of this, I wonder how inventions such as the internet came about. Any great invention can't be invented without a passion burning behind it.I found the characters alright, but there wasn't anything to make me love them. Lena seemed kind of shallow. She did whatever she was told, regardless of what she should've done. That wasn't my biggest issue, though.There's a moment towards the end where she says something along the lines of `I only feel beautiful when Alex tells me I am' and that just wrecked her for me. If she doesn't like herself, why should I?The story felt really slow paced. It took 200 pages in before anything exciting happened. I didn't mind that so much. It made some room for world-building and getting to know the characters. After that, the pacing caught up and the story really began to pull me in,  keeping me captivated the whole way through.",Didn't pull me in,Teen & Young Adult,Visit Amazon's Lauren Oliver Page,Delirium (Delirium Trilogy),17356.0,hardcover,3.33
1006,241310,241310,130374,A3JPOEDLMR6XUP,0061726834,"dysLexieK ""Deb""",2.0,2014,"Ok, first, I chose this rating (2 stars) because of the pricing of these books!  Yes, that's right, the pricing!!  I've not read the book, but I did read the sample and actually fell in love with it....I would LOVE to read this book, I believe I would truly enjoy it!  But, the price is ridiculous!!  I, myself, live on a fixed income, and really can't afford books at this level of pricing, especially when it is part of a series.....add that up after you get into 3 or more books in ONE series!!  Now, let's consider the fact that these books are actually .....YA &#62; Young Adult, meaning they are for Teens!  Tell me, please, what TEENS can afford to purchase such &#34;great&#34; reads at these prices?  I have a grand-daughter, who has her own Kindle and absolutely LOVES reading, and loves reading these types of books (paranormal, Dystopian, Apocalyptic, zombies ....etc...), and there is NO-WAY she can afford these books!!  For Holidays & for her birthday I purchase her an Amazon gift card for her Kindle, to which of course...she calculates how many books she can get!  uh....for books under $5.00 that is!!  She would absolutely love to read books from Authors like Ms. Oliver, but.....the prices of Ms. Oliver's books would &#34;limit' her reading since it would obviously limit the amount of books she'd be able to purchase!  I think this is a shame,....it's one thing that I can't afford to read these books....but I feel bad that my grand-daughter has to choose books by their prices!!  I don't think ANY E-BOOK should cost more than 5 bux!!  Seriously....c'mon people....we are supposed to ENCOURAGE our young to read.....READ READ READ.....but not if you're gonna charge them an arm & a leg for a book!!  Just exactly WHERE do you expect kids to get this kind of money to purchase 3, 4, 5 books in a series at $8.00 a pop??  Surrrre....Mom & Dad can shell that out every time the kid needs a new book to read!!  How about the other kids in the family?  How about when Mom is on disability and can't work and Dad has a &#34;decent&#34; job that brings in enough for a house payment, car payment, house utilities and food on the table!!  How about when there isn't &#34;extra&#34; money to dish out to one child for books at these prices??  And....how about the fact that Mom has her own kindle and loves reading just as much if not MORE than her young teenage daughter (which in this case is MORE! lol ) and they can't even LEND books to each other, or me to them....because .....oh yea, books at these higher prices don't have Lending enabled!!?!?  Go figure!!  Oh, and for those &#34;smart&#34; ones out there that will probably reply in some &#34;smart / sarcastic&#34; way....yes, they do share their Kindles with each other....but that is NOT my point here....I could Lend books with them, or them to me.....IF it was enabled.  pfft!So, there's my reason for my 2 star rating, and there's what I like and dislike about the book and HERE is who I'd recommend this book to ~~~~~&#62; Rich kids, people with money, people that don't care about tossing out 50 bux to purchase E-books......E-BOOKS!!  Oh, and let's not forget when THIS particular book was published!!  And they're STILL charging Young Adults, Teens, Adults....way, WAY over $5.00 for each book in the series!!  Not that the price would be right if the book just came out, but maybe I could understand a little....but not when the book came out almost 10 years ago and the Kindle price is STILL $8.00 or more!!  I wish more people would start protesting these prices for e-books....especially books for our young!","Are these ""great"" books for ""rich-kids"" only?",Teen & Young Adult,Visit Amazon's Lauren Oliver Page,Delirium (Delirium Trilogy),17356.0,hardcover,3.33
800,98543,98543,76507,A2Y2QZLJ4C6YFH,0060957247,Shelly,5.0,2012,"I purchased this for a young teen in the family who is just beginning her journey with make up, hair style choices, etc... I looked it over before wrapping and was really impressed with the info. Although it is geared toward a teenager's skin issues and concerns, it was really informative.  I wonder if she has a similar book for the over 40 crowd - our skin is much different after we start to move out of our 30s and it would be helpful info to have.",Really Helpful Info for Novice and Experienced Make Up User,Teen & Young Adult,Visit Amazon's Bobbi Brown Page,"Bobbi Brown Teenage Beauty: Everything You Need to Look Pretty, Natural, Sexy and Awesome",13638.0,hardcover,5.0
902,177428,177428,76506,A100LBWBV4GOTQ,0060957247,JennyB,5.0,2013,"I bought this book for my granddaughter, who has just become a teenager and getting more interested in her appearance. She loves to read, and this was a natural choice to explain good grooming as well as makeup tricks for girls just learning how and what to use. I would highly recommend this book to anyone wanting to learn the basics of makeup.",Makeup 101!,Teen & Young Adult,Visit Amazon's Bobbi Brown Page,"Bobbi Brown Teenage Beauty: Everything You Need to Look Pretty, Natural, Sexy and Awesome",13638.0,hardcover,5.0
1001,241124,241124,76505,A3P90UO4BL51TW,0060957247,carrielynn,5.0,2014,"This book doesn't just cover make up, but self image, body image issues, etc. Way more in depth about beauty than I though, with great real life examples ... for instance,  a girl who had a few scars from a car accident,  the authors own stories,  etc. Written in a very warm voice,  like advice from a &#34;Cool Aunt&#34;. I highly recommend!",Much More Than Make up!,Teen & Young Adult,Visit Amazon's Bobbi Brown Page,"Bobbi Brown Teenage Beauty: Everything You Need to Look Pretty, Natural, Sexy and Awesome",13638.0,hardcover,5.0
27,154,154,1355,A1F4GT5CZEU1I6,B001UV3EUG,Reacher2,4.0,2009,"I don't own a Kindle but a friend does.  She brought hers to the high school where we both teach because she wanted me to read a book, BLIND MALICE, that is available only on Kindle and was written by North Carolina author Annis Jackson.  My friend's family and mine share a common interest in the Appalachian Mountains, especially the area where BLIND MALICE takes place.  We vacation together for a week each summer on the Blue Ridge Parkway.Jackson paints a realistic and colorful portrait of the Appalachian Mountains while the main character, Rachel Myers, after living in Arizona for many years, reaquaints herself with the area where she was born and grew up.Isaac Starling, an old family friend, self-sufficient, independent, and stoic, embodies the spirit of the pioneers who settled that area over two hundred years ago.One has to believe that it is that same tenacious pioneer spirit that causes Rachel to sink her teeth into the mystery surrounding her father's death and hang on until she finds the truth.  Myers had me cheering for her all the way because she seems such a real person.A sub-theme in BLIND MALICE is how tourism, as it continues to increase, is affecting both the culture and the physical mountains, something we can see first hand each summer.BLIND MALICE is an enjoyable murder-mystery with an exciting plot.  The ending is superbly unexpected!",Teacher Report,"Mystery, Thriller & Suspense",Visit Amazon's Annis Ward Jackson Page,Blind Malice (Rachel Myers Murder Mysteries Book 1) - Kindle edition,931741.0,kindle,4.0
77,1234,1234,1347,A1FXUIOR664JUE,B001UV3EUG,"Alice L. Kent ""1wiseoldowlwhogivesahoot""",4.0,2010,"I just finishedBlind Malice (Rachel Myers Murder Mysteries)the 1st book of Rachel Myers mysteries, and I loved the way Ms.Jackson describes life in the Appalachian Mountain with some histoy facts thrown in. A very beautiful and interesting place to grow up in.Issac remind's me of a man I knew on a farm close to the one I grew up on.  A lot of respect for this man.I really liked the way this author went about finding out how her father died. A very good story and I will be reading the other 8 stories in this series for sure.Annis Ward Jackson your story has me going to 1 click your 2nd book in this series ( .#2 Blue Ridge Parkway Plunge (Rachel Myers Murder Mysteries) to see what happens with David,  Rachel,  Issac and the farm.",Annis Ward Jackson writes a very interesting murder mystery ..,"Mystery, Thriller & Suspense",Visit Amazon's Annis Ward Jackson Page,Blind Malice (Rachel Myers Murder Mysteries Book 1) - Kindle edition,931741.0,kindle,4.0
